tag	type	text
1612	F	<par><hanform>坅</hanform> OC <latinform>*k’i̯əm</latinform>, GSR #651i &apos;pit&apos;; Coblin 86:119 ST <latinform>*khyim</latinform> &gt; OC <latinform>*khjəmx</latinform>; Schuessler 2007:430 <latinform>*khəmʔ</latinform>; B &amp; S 2011: <latinform>*(kʰəmʔ</latinform>; Mand. <latinform>qǐn</latinform>.<br /><hanform>宮</hanform> OC <latinform>*ki̯ông</latinform>; GSR #1006a-d &apos;dwelling, house, palace&apos;; B &amp; S 2011: <latinform>*kuŋ {k(r)uŋ}</latinform>; Mand. <latinform>gōng</latinform>.</par>
366	I	<par>Chinese character (three upward strokes) [not in GSR, but cf. GSR 1154a (a similar Chinese character) with the triple reading <latinform>pi̯og/pi̯äu</latinform>, <latinform>pi̯ôg/pi̯ə̯u</latinform>, and <latinform>sam/ṣam</latinform>].</par>
366	I	<par>Hard to distinguish Loloish reflexes of *<latinform>tsam</latinform> 366 and *<latinform>n-dzi-k </latinform>1266.</par>
366	T	"<par><latinform>-a</latinform> is the regular Angami reflex of <latinform>-am</latinform>; cf. Angami Naga <latinform>²khuo⁵rha</latinform> &apos;otter&apos; &lt; <xref ref=""2595"">#2595</xref>.</par>"
366	T	<par>The inclusion of the Ao &apos;banana leaf / aspidistra leaf&apos; forms is somewhat doubtful, as the large leaves of the banana and Aspidistra plants are not very similar to body hair (though perhaps they resemble giant green feathers). [dwbruhn, 2014 Feb 3]</par>
366	F	<par><hanform>彡</hanform>/<hanform>髟</hanform> OC <latinform>*sɑm</latinform>, GSR #1154a &apos;long hair&apos;; B &amp; S 2011: <latinform>*sˁram {s[ˁ]ram}</latinform>; Mand. <latinform>shān</latinform>.</par>
3401	T	<par>This etymon requires further support.</par>
6621	T	"<par>Many of the reflexes have an alveolar rather than a labial nasal, a phenomenon which occurs with other roots with high front vowels, (cf. <xref ref=""33"">#33</xref>).</par>"
374	F	<par><hanform>炭</hanform> OC <latinform>*tʼɑ̂n</latinform>, GSR #151a &apos;coal, charcoal; lime&apos;; Coblin 86:68 ST <latinform>*thal</latinform> &gt; OC <latinform>*thanh</latinform>; Schuessler 2007:491 <latinform>*thâns</latinform>; B &amp; S 2011: <latinform>*tʰˁan-s {[tʰ]ˁa[n]-s}</latinform>; Mand. <latinform>tàn</latinform>.</par>
5015	T	"<par>This is the simplex counterpart of the causative root <xref ref=""5111"">#5111</xref>.</par><par>There is a possible relationship between this PKC etymon and the tentatively reconstructed root <xref ref=""5783"">#5783</xref>.</par>"
2111	T	"<par>This root strongly resembles <xref ref=""674"">#674</xref>, but we are keeping it separate for now.</par>"
5390	T	<par>This etymology is due to Gong Hwang-cherng (2001:27), according to whom the <emph>Shuo Wen</emph> gloss of this character is <hanform>唫</hanform>, <hanform>口急也</hanform> &apos;close-mouthed; tight-lipped; speaking hurriedly or haltingly&apos; (<emph>Hanyu Da Zidian</emph>: 1.643.7).</par>
5390	F	<par><hanform>唫</hanform> OC <latinform>*gʼi̯əm</latinform>, GSR #652g; Mand. <latinform>jìn</latinform>.</par>
2436	T	<par>This functor is widely attested in many branches of Tibeto-Burman. Several Qiangic languages show the expected &quot;brightening&quot; of <latinform>*-a</latinform> to <latinform>*-i</latinform>.</par><par>In many languages there is an allegro variant with zero-initial, e.g. Lahu <latinform>mâ</latinform> ~ <latinform>â</latinform>.</par>
2436	F	<par><hanform>無</hanform> OC <latinform>*mi̯wo</latinform>, GSR #103a &apos;no, not have&apos;; Coblin 86:113 ST <latinform>*mjaɣ</latinform> &gt; OC <latinform>*mjag</latinform>; Schuessler 2007:518-19 <latinform>*ma</latinform>; B &amp; S 2011: <latinform>*ma</latinform>; Mand. <latinform>wú</latinform>.</par>
254	T	"<par>This etymon, which frequently occurs reduplicated, may have a hypocoristic (baby-talk) flavor. It is sometimes difficult to distinguish reflexes of this etymon from those of <xref ref=""253"">#253</xref>, which also often appear reduplicated. Particularly problematic are the Qiangic forms, many of which have front vowels, but which after much vacillation I have finally assigned to <xref ref=""253"">#253</xref> instead of to the present set. Both <xref ref=""3585"">#3585</xref> and <xref ref=""254"">#254</xref> occasionally take a nasal suffix, which further complicates the picture (cf. the *Tamang, Chepang, Hayu, and Pa-O forms, below).</par><par>A couple of Himalayish languages (Gurung, Thakali) have a velar initial, which appears to be a secondary development from the palatal nasal <reconstruction>*ny-</reconstruction>. A pair of other forms with voiceless nasals (Lushai [Mizo], E. Chepang) reflect the <reconstruction>*s-</reconstruction> prefix.</par>"
254	F	<par><hanform>嬭</hanform> OC <latinform>*niər</latinform>, GSR #359d-f &apos;mother; breasts, milk&apos;; Schuessler 2007:395 <latinform>*nêʔ</latinform>; Mand. <latinform>nǎi</latinform>.</par>
2076	T	<par>More confirmation of this promising root would be welcome.</par>
5751	T	<par>This etymon is evidently a borrowing into TB, perhaps ultimately from a Dravidian source (Tamil <latinform>ōṭu</latinform> &apos;roofing tile, potsherd, brick&apos; [Turner 1966: 77]).</par><par>Cf. also Proto-Mon-Khmer <reconstruction>*ʔit</reconstruction> &apos;brick&apos; (Shorto 2006:R:940.A).</par><par>The Jingpho, Rawang, and Karen forms are ultimately loans from Burmese.</par>
5724	T	<par>This word is perhaps a loan into Lolo-Burmese, since the vowel correspondence between WB and Lahu is irregular.</par>
3466	T	<par>This etymon is certainly of Indo-Aryan origin, from a root <emph>duh-</emph> (cf. Nepali <latinform>dudh</latinform> &apos;milk&apos;, Hale 1973, p.166). See the series of entries beginning with <emph>dugdhá-</emph> in Turner 1966 (<emph>A Comparative Dictionary of the Indo-Aryan Languages</emph>), pp. 365-6.</par>
5553	T	"<par>This root is part of a large word family revolving around a copular morpheme <xref ref=""1821"">#1821</xref>. See GSTC pp. 54-64.</par>"
2697	F	<par><hanform>大</hanform> OC <latinform>*d’ɑ̂d</latinform> ~ <latinform>*t’ɑ̂d</latinform>, GSR #317a-c &apos;big, great&apos;; B &amp; S 2011: <latinform>*lˁat-s {lˁa[t]-s}</latinform>; Mand. <latinform>dà, dài</latinform>.<br /><hanform>大</hanform> OC <latinform>*t’ɑ̂d</latinform>, GSR #317d-e &apos;too great, very great, excessive&apos;; B &amp; S 2011: <latinform>*lˁat-s {lˁa[t]-s}</latinform>; Mand. <latinform>tài</latinform>.</par>
79	I	<par>Check WTF’ s recon. PTB <reconstruction>*r-nəy</reconstruction>. WB <latinform>ne</latinform> ‘be; dwell; stay; remain’  GSTC pp. 64-65.</par>
3414	T	"<par>This promising root is nowhere nearly as well attested as the basic TB etymon <xref ref=""36"">#36</xref>.</par>"
2592	F	<par><hanform>薯</hanform> OC <latinform>*d’i̯o</latinform>, not in GSR #45; Mand. <latinform>shǔ</latinform>.<br /><hanform>芋</hanform> OC <latinform>*gi̯wo</latinform> &apos;taro&apos;, GSR #97o; B &amp; S 2011: <latinform>*ɢʷa-s {[ɢ]ʷ(r)a-s}</latinform>; Schuessler 2007:589 <latinform>*wah</latinform>; Mand. <latinform>yù</latinform>.</par>
2592	T	<par>The Written Tibetan comparison with GSR #97o is due to Gong 2001 #28, who reconstructs PST <latinform>*grwa</latinform>. STC reconstructs <hanform>薯</hanform> as PTB <latinform>*źra</latinform>, which he regards as a doublet of his PTB <latinform>*śra</latinform>, reconstructed in STC #434 (but mistakenly listed as <latinform>*s-ra</latinform> in the Index p. 207).</par><par>We are regarding both Chinese forms cited as allofamically related.</par>
503	T	<par>This root, like many others, displays variation between medial <latinform>*-u-</latinform> and <latinform>*-i-</latinform>.</par><par>Jingpho and Mikir have lenited the initial to <latinform>w-</latinform>, while Karenic has dropped it entirely.</par>
5673	T	<par>This recently reconstructed root has so far not been found outside of Qiangic / rGyalrongic.</par>
5825	F	<par><hanform>饙</hanform>/<hanform>餴</hanform> OC <latinform>*pi̯wən</latinform>, GSR #437i-l / #438e &apos;steam rice&apos;; Schuessler 2007:235 <latinform>*pən</latinform>; B &amp; S 2011: <latinform>*pur {pu[r]}</latinform>; Mand. <latinform>fēn</latinform>.</par>
768	T	<par>This etymon is usually found as the last element of compounds, but appears as an independent monosyllable in Kham. The nasal prefix is attested in Simi, while the <reconstruction>*s-</reconstruction> prefix is reflected in the Nungic words for &apos;finger&apos;.</par>
592	T	<par>The reconstruction of a nasal prefix in this poorly attested root is on the basis of the Muya form.</par>
159	T	<par>We set up this root with an initial affricate to accommodate the Tibetan and Northern Naga forms. At the PLB level, the initial had simplified to a sibilant, a development which is replicated in scattered forms elsewhere, e.g. Sangtam <latinform>a ze</latinform> and Kayan Pekon <latinform>sên</latinform>.</par>
379	T	"<par>This root seems definitely to be allofamic with <xref ref=""380"">#380</xref>.</par>"
3494	T	"<par>This root has scattered but good-looking reflexes in the NE Indian Areal Group (Maram, Meithei), Himalayish (Kanauri, Manchati), Loloish (Ahi, Nesu), Nungish (Dulong), Qiangic (Muya), and Tujia. Most reflexes have a simple sibilant fricative initial, but the Loloish and Tujia forms have affricates. There does not seem to be any connection with <xref ref=""641"">#641</xref> or <xref ref=""1601"">#1601</xref>.</par>"
3426	T	"<par>This etymon is of very restricted distribution, occurring only in the Jingpho-Asakian group. It appears unrelated to the equally restricted etymon <xref ref=""3492"">#3492 </xref>. A Lepcha form <latinform>tălam-pót</latinform> &apos;testicles&apos; is not to be brought in here, since the last element (<latinform>pót</latinform>, <latinform>a-pót</latinform>) means &apos;fruit; ball&apos;, and recurs in other bodypart compounds like <latinform>nyen-pót</latinform> &apos;woman&apos;s breast; cow&apos;s udder&apos; and <latinform>anyor-pót</latinform> &apos;dewlap&apos;.</par>"
3426	T	<par>This etymon was reconstructed as <reconstruction>*pot</reconstruction> TBRS: #120.</par>
68	T	<par>This word seems to refer especially to heavy breathing or panting. The <latinform>*r-</latinform> prefix is attested in Tibetan.</par>
2084	T	<par>This root, confined apparently to Himalayish, requires further confirmation.</par>
5709	I	<par>Promote to PLB or PTB? i.e., with a reconstruction *pit. Sak form is probably a borrowing from Burmese. Dulong form may also be a borrowing.</par>
5709	F	<par><hanform>閉</hanform> OC <latinform>*pied</latinform> ~ <latinform>*piet</latinform> &apos;close, obstruct&apos;, GSR #412a; B &amp; S 2011: <latinform>*pˁit-s {*pˁi[t]-s}</latinform>; Mand. <latinform>bì</latinform>.</par>
5709	T	<par>There is a similar Tai root: cf. Siamese <latinform>pìt</latinform>.</par>
5731	T	<par>Several phono-semantically similar variants are to be grouped together in this etymon. Their center of gravity is ROUND OBJECT, as shown in various compounds for rounded body parts and inanimate objects. The variants with final <latinform>-m</latinform> and <latinform>-ŋ</latinform> are equally well-attested, even within a single subgroup (cf. Bruhn&apos;s [2014] reconstructions for Proto-Central-Naga: PCN <latinform>*m-luŋ</latinform> HEART / BE ROUND and PCN <latinform>*ləm</latinform> HEAD / HEART / MIND.</par><par>Bahing <latinform>thym</latinform> and Hayu <latinform>thum</latinform> &apos;heart&apos; look as if they might somehow be related, although the initial dental stop is a problem.</par>
513	T	"<par>There is a possible allofamic relationship between this root and <xref ref=""7401"">#7401</xref>.</par>"
2336	T	"<par>This root is phonosemantically close to <xref ref=""572"">#572</xref>, but must be kept separate, since many languages have distinct reflexes.</par>"
498	T	"<par>This sparsely attested root, which in TB languages refers to the neck, seems to be distinct from <xref ref=""66"">#66</xref>, whose semantic center of gravity is more abstract. </par><par>The putative Chinese comparandum, however, has a more &quot;internal&quot; meaning, referring to the voice or throat. Cf. Mandarin <latinform>sǎngzi</latinform> ‘voice’, which occurs neither in GSR 704 nor in Baxter&apos;s system, so that it probably has no early attestation. By analogy with <latinform>sāng</latinform> ‘mulberry’, which is in both sources, it would be reconstructed <reconstruction>*sɑ̂ng</reconstruction> by Karlgren and <reconstruction>*sangʔ</reconstruction> by Baxter.</par>"
320	T	<par>The cognacy of these Tujia syllables is uncertain.</par>
3558	T	"<par>This root may well descend from the more general etymon <xref ref=""665"">#665</xref>, due to the obvious fact that the ears are orifices.</par>"
2255	F	<par><hanform>狐</hanform> OC <latinform>*gʼwo</latinform>, GSR #41i &apos;fox&apos;; Coblin 86:84 ST <latinform>*gwaɣ</latinform>; B &amp; S 2011: <latinform>*ɡʷˁa {[ɡ]ʷˁa}</latinform>; Mand. <latinform>hú</latinform>.</par>
1618	T	"<par>This etymon evidently took a sibilant prefix in various languages (cf. Daofu <latinform>sme</latinform>, Ergong <latinform>smɛ ŋa</latinform>), which seems to have arisen as a reduction of <xref ref=""1012"">#1012</xref>. Cf. binomes like Lahu <latinform>yâ-mî</latinform> &apos;daughter&apos;.</par>"
1618	F	<par><hanform>妹</hanform> OC <latinform>*mwəd</latinform>, GSR #531k-m &apos;younger sister&apos;; Schuessler 2007:378 <latinform>*mə̂s</latinform> ~ <latinform>*mîs</latinform>; B &amp; S 2011: <latinform>*C.mˁət-s {C.mˁə[t]-s}</latinform>; Mand. <latinform>mèi</latinform>.</par>
422	T	<par>The fit between the Jingpho and Chepang forms is quite good, but more confirmation is necessary.</par>
1305	F	<par><hanform>旁</hanform> OC <latinform>*b’wɑ̂ng</latinform>, GSR #740f&apos; &apos;side&apos;; B &amp; S 2011: <latinform>*bˁaŋ {[b]ˁaŋ}</latinform>; Mand. <latinform>páng</latinform>.</par>
5519	T	<par>This allofam with initial <reconstruction>*m-</reconstruction> appears mostly in Himalayan languages. STC (n.155, p.15) cites &quot;Colloquial Tibetan&quot; <latinform>mul</latinform> &apos;silver&apos;.</par>
5816	F	<par><hanform>俄</hanform> OC <latinform>*ngɑ̂</latinform>, GSR #2h &apos;slanting&apos;; Schuessler 2007:222 <latinform>*ŋâi</latinform>; B &amp; S 2011: (<latinform>*ŋˁaj</latinform>); Mand. <latinform>é</latinform>.</par>
5816	T	"<par>Phonologically speaking, this etymon is attested only for PLB; however, it may turn out to be an allofam of <xref ref=""4915"">#4915</xref>. There is a good Chinese comparandum.</par>"
3404	T	<par>This etymon, although fairly well attested, seems to occur only in the last syllable of compounds.</par>
796	T	<par>This root has the general meaning of FOREPART. In combination with etyma for TOOTH it means FRONT TOOTH/INCISOR. In combination with SKIN it can mean FORESKIN (cf. WT <latinform>mdun-lpags</latinform>). The Lepcha form requires special comment (see note).</par>
5414	F	<par><hanform>短</hanform> OC <latinform>*twɑ̂n</latinform>, GSR #169a-c &apos;short&apos;; Schuessler 2007:219 <latinform>*tônʔ</latinform>; B &amp; S 2011: <latinform>*tˁorʔ</latinform>; Mand. <latinform>duǎn</latinform>.</par>
268	T	"<par>This root is independent from <xref ref=""271"">#271</xref>, despite a certain phonological resemblance between the two. The independence of the two roots is demonstrated by their co-occurrence in compounds, e.g. Lahu <latinform>pâ-pi(-li)</latinform> &apos;dimple&apos; and <latinform>pâ-pì-qu</latinform> &apos;chin&apos;.</par>"
3324	T	<par>Several languages have an initial <latinform>n-</latinform> instead of <latinform>l-</latinform>, a well-attested variational phenomenon in this linguistic area, notably in Southwest Mandarin.</par>
